Producto;Precio;Descripcion;Imagen;Pagina
Diafragma Caya;45;"El diafragma Caya es un dispositivo anticonceptivo de barrera, totalmente libre de hormonas y sin látex. Funciona haciendo una barrera en el cérvix e impidiendo la entrada del esperma.
Para su uso, debe ponerse en la vagina antes de la penetración y debe permanecer puesto como mínimo 6 horas después. Es fácil de insertar y de extraer, se dobla por la mitad y se introduce en la vagina a la altura del cuello uterino. Es un método reutilizable y puede durar hasta 2 años.
Está realizado en silicona médica y nylon.  Tiene un tamaño universal para que pueda adaptarse a los diferentes tamaños de cuello de útero. Además es adecuado para personas que ya hayan utilizado diafragmas de 65mm, 70mm, 75mm o 80mm.
Para que un diafragma funcione de mejor manera, debe usarse con un gel anticonceptivo como ContraGel. Es importante saber que no previene de infecciones de transmisión genital.
Se trata de un diafragma aprobado por el FDA y Health Canada y que consta del certificado EU/CE 0470. Es decir, que cumplen con las normas europeas establecidas.";data/imagenes_productos\Caya_Caja-y-Caya-510x384-400x301.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
El libro rosado del amor, primero por ti misma;13;"El libro rosado del amor, primero por ti misma:
El Libro Rosado del Amor viene de la colección de El Libro Rojo de las Niñas y El Libro Dorado de los Niños

Se trata de un libro ilustrado enfocado en aportar una mirada de “respeto por el cuerpo de las niñas, jóvenes y mujeres”, se define en su contraportada. Puede servir de apoyo si se han producido abusos sexuales, acompaña el proceso para llevarlo desde la herida al crecimiento. 

Una lectura para personas grandes y pequeñas, y desde luego mujeres y hombres, que deseen ver como alentar al camino del amor por una/o misma/o.

Es un libro ilustrado cuyas palabras e imágenes nos susurran que es necesario obedecernos, escucharnos y amarnos así tal y como somos.";data/imagenes_productos\rosado-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
El libro violeta, más allá del rosa y el azul;13;"El libro violeta, más allá del rosa y el azul:
Después del libro rojo de las niñas y el libro dorado de los niños, Cristina Romero y Francis Marín se sumergen en una aventura más allá de los binarismos con El Libro Violeta, más allá del rosa y el azul.
Se trata de un libro ilustrado enfocado en aportar una visión desde la libertad en la identidad, la expresión de la misma y la orientación del deseo, “una sencilla invitación a favor de la diversidad” lo define su contraportada. 

Una lectura para personas grandes y pequeñas que deseen ser felices a su manera, saliendo de los moldes que el género establece, los cuales son rígidos y a veces incluso dolorosos.

Es un libro ilustrado cuyas palabras e imágenes nos susurran que es necesario obedecernos, escucharnos y amarnos así tal y como somos.";data/imagenes_productos\violeta-400x420.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Esponjas marinas naturales – IntimateCare;15;"Esponjas marinas naturales – IntimateCare:
Las esponjas marinas naturales son un elemento cada vez más demandado para la absorción del flujo menstrual. Las razones son múltiples:
Es simplemente natural, su capacidad de absorbencia se consigue sin ser fabricada en un laboratorio.  Retienen una gran cantidad de fluido, sin un solo ingrediente químico. Son recogidas mediante una recolección ética, un proceso delicado por el medio del cual las esponjas son removidas sin dañar las raíces, esto permite que crezcan esponjas más fuertes. Además el proceso de recolección causa que millones de células de las esponjas se liberen en el agua, en donde son fertilizadas, se adhieran a las rocas del mar, y se conviertan en nuevas esponjas.
Su textura en seco es rígida, pero una vez se humedece con agua tibia es sedosa y suave, se elimina el exceso de agua y ya está lista para su introducción. Son muy absorbentes y se adaptan con facilidad a las paredes de la vagina gracias a su plasticidad. Además, dependiendo de la cantidad de flujo menstrual que tengamos, podemos recortarla para que se adapte más a nuestras necesidades.
Es apta para personas que tengan prolapsos o atrofias gracias a su ligereza y además se puede emplear para evitar pérdidas en los encuentros eróticos con penetración.
Son reutilizables, por lo tanto menos residuos y más ahorro. Las esponjas marinas IntimateCare son muy fáciles de limpiar y reusar. Pueden ser utilizadas en un periodo de 6 meses a 1 año.
También son biodegradables y por lo tanto reducimos nuestra huella ecológica si la sustituimos por otros elementos que no lo son. Incluso vienen empaquetadas en un embalaje libre de plásticos.
¿Te faltan razones para probarlas?";data/imagenes_productos\esponja-marina-400x400.png;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
SOFT-TAMPONS. Tampones saludables;6;"Los tampones Soft-tampons son un elemento de absorción del flujo menstrual de material respetuoso con tu cuerpo, poliuretano, que no cuenta con tóxicos que alteren el PH de tu flora vaginal.
Su forma de corazón y su textura de esponja permite una perfecta adaptación a la vagina, de forma que no moleste en las actividades de la vida diaria, incluso para el deporte. Una de sus mayores ventajas es que permite la penetración, evitando pérdidas de flujo menstrual, aunque es importante saber que no se trata de un método anticonceptivo, ni evita infecciones de transmisión genital (sexual).
No lleva hilo para sacarlo, pero cuenta con una apertura para una mayor comodidad en la colocación y la retirada del tampón. Para facilitar su introducción es recomendable emplear un poco de lubricante.
Existe el formato de 3 unidades y de 10 unidades.
Lánzate a probarlos para comprobar qué producto se adapta mejor a tus necesidades durante la menstruación.";data/imagenes_productos\tampones.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Libro dorado de los niños;13;"De las creadoras de “El libro rojo de las niñas”, llega “El libro dorado de los niños”. 
Nace para acompañar a los niños hacia la pubertad y la madurez desmontando el modelo de masculinidad imperante, facilitando la expresión emocional y los sentimientos.
A través de una preciosas ilustraciones como de unos sabios textos, los niños se reencuentran con ellos mismos, dejando a un lado los valores competitivos o individualistas y poco saludables. Desmontando sistemas de valores que la sociedad marca sobre los géneros.
Un recurso educativo para conocerse, amarse y aprender a escucharse. Un material para comprender el respeto y cuidado de la naturaleza.
Un libro entrañable que permite soñar a grandes y pequeños, así como comprender algunos malestares culturales que se han interiorizado por el patriarcado.";data/imagenes_productos\libro-dorado-400x467.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Bolas chinas uno Love ball de  Liebe;21;"Te presentamos las bolas chinas de uno de Liebe. Un dispositivo de resistencia realizado en silicona médica con el que tonificar tu suelo pélvico.
Su forma esférica permite una fácil introducción en la vagina y su enganche, realizado también en silicona, facilita una salida cómoda de la bola.
Idóneas para comenzar a fortalecer suelos pélvicos debilitados o para personas que quieren comenzar con una bola.
Las bolas Love Ball cuentan con un diseño discreto y elegante que hacen de este dispositivo un producto exclusivo y bonito.  Al estar realizadas en silicona médica son respetuosas con los cuerpos además de fáciles de limpiar.";data/imagenes_productos\BOLA-CHINA-LIEBE-2.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/3
Condones de Comercio Justo Fair Squared Ultra Thin (pack 3);4,50;"Condones hechos con látex de caucho natural extraído de la  plantación Tamil Nadu situada en  sur de la India que tiene la  certificación FSC (Consejo de Administración Forestal; gestión de los bosques de forma respetuosa y responsable) y colabora con la Fair Rubber Association.
La plantación New Ambadi se encuentra en la región Tamil Nadu, en el Sur de India. De aquí proviene el látex de caucho natural que es utilizado en la producción de los condones.  Dentro del precio de los condones existe un suplemento dirigido a garantizar y mejorar la vida de las/os productoras/es; tanto éstas/os como la dirección de la plantación deciden juntas/os en qué se va a invertir. Así pues, este dinero ha sido destinado a costear parte de la asistencia sanitaria de las/os agriculturas/os, el coste de la escuela y la educación de sus hijas/os y para la pensión de las/os trabajadoras/es.
Cada preservativo viene testado electrónicamente y no se utilizan animales en dicho proceso.Son producidos por la firma CPR Germany GmbH, en Sarstedt, una ciudad próxima a Hanovre. CPR es un productor de productos médicos con certificación ISO, es decir, que cumplen con las normas europeas establecidas. Además, la producción está en constante supervisión por TÜV Rheinland (Association d’inspection technique de la Rhénanie).";data/imagenes_productos\fairsquared-ultra-thin-3er_800px-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/3
Condones de Comercio Justo Fair Squared Ultra Thin. (Pack de 10);9;"Condones hechos con látex de caucho natural extraído de la  plantación Tamil Nadu situada en el sur de la India que tiene la certificación FSC (Consejo de Administración Forestal; gestión de los bosques de forma respetuosa y responsable) y colabora con la Fair Rubber Association.
La plantación New Ambadi se encuentra en la región Tamil Nadu, en el Sur de India. De aquí proviene el látex de caucho natural que es utilizado en la producción de los condones.  Dentro del precio de los condones existe un suplemento dirigido a garantizar y mejorar la vida de las/os productores. Tanto Éstas/os como la dirección de la plantación deciden juntas/os en qué se va a invertir. Así pues, este dinero ha sido destinado a costear parte de la asistencia sanitaria de las/os agricultures, el coste de la escuela y la educación de sus hijas/os y para la pensión de las/os trabajadores.
Cada preservativo viene testado electrónicamente y no se utilizan animales en dicho proceso.Son producidos por la firma CPR Germany GmbH, en Sarstedt, una ciudad próxima a Hanover. CPR es un productor de productos médicos con certificación ISO, es decir, que cumplen con las normas europeas establecidas. Además, la producción está en constante supervisión por TÜV Rheinland (Association d’inspection technique de la Rhénanie).";data/imagenes_productos\preservativos-ultra-finos-100-unidades_1.jpeg;https://desmontandoalapili.com/categoria-producto/bienestar/page/3
Nakken preservativos estriados;9;"Nakken preservativos estriados son preservativos texturados por dentro y por fuera, a través de unos puntos, para incrementar el placer de todas las personas. También conocidos como  Birds´n Bees, “Flores y Abejas” o “Blommor & Bin”.
Los condones de RFSU aunque están hechos con látex, no contienen caseína, un compuesto derivado de la leche.
Tienen el sello Go Vegan de respeto animal (no están testados en animales).
¿Necesitas más razones?";data/imagenes_productos\16215-420x630-2-400x600.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/3
